Ciclo,Aptitud: Peor,Aptitud: Promedio,Aptitud:Mejor,Aptitud:Padre 1,Aptitud: Padre 2,Diversidad
103,91,91,91,91,91,0
104,92,90.99,90,91,91,0.0011879999999999924
105,92,91,90,91,91,7.920000000000006E-4
106,92,91.02,90,91,92,0.0023279999999999685
107,92,91.09,91,92,91,0.003275999999999948
108,92,91.27,90,91,91,0.008460000000000195
109,93,91.63,91,91,91,0.010116000000000402
110,93,91.96,91,92,92,0.0031359999999999513
111,93,92.07,92,92,92,0.0026039999999999622
112,93,92.18,91,92,92,0.007191999999999992
113,93,92.54,92,92,92,0.010360000000000459
114,94,92.87,92,93,93,0.005315999999999905
115,94,93.01,92,93,93,0.0011799999999999927
116,94,93.06,93,93,93,0.00225599999999997
117,94,93.19,92,93,93,0.006795999999999941
118,94,93.4,93,93,93,0.010072000000000435
119,94,93.71,92,94,94,0.00867600000000021
120,94,93.99,93,94,94,3.9600000000000025E-4
121,95,94.01,94,94,94,3.9600000000000025E-4
122,95,94.02,93,94,94,0.0015599999999999846
123,95,94.05,93,94,94,0.00339599999999995
124,95,94.18,94,94,95,0.005903999999999892
125,95,94.45,94,94,95,0.009900000000000428
126,95,94.77,94,94,95,0.00742800000000002
127,95,94.97,94,95,95,0.0011879999999999924
128,95,94.99,94,95,95,3.9600000000000025E-4
129,95,94.98,94,95,95,7.920000000000006E-4
130,95,95,95,95,95,0
131,95,94.99,94,95,95,3.9600000000000025E-4
132,95,94.99,94,95,95,3.9600000000000025E-4
133,95,94.98,94,95,95,7.920000000000006E-4
134,95,94.98,94,95,95,7.920000000000006E-4
135,95,94.99,94,95,95,3.9600000000000025E-4
136,95,94.97,94,95,95,0.0011799999999999925
137,95,94.99,94,95,95,3.9600000000000025E-4
138,95,94.97,94,95,95,0.0011879999999999927
139,95,95,95,95,95,0
140,95,94.97,94,95,95,0.0011879999999999922
141,95,94.99,94,95,95,3.9600000000000025E-4
142,95,94.97,94,95,95,0.0011879999999999924
143,95,94.99,94,95,95,3.9600000000000025E-4
144,96,94.97,94,95,95,0.0019799999999999766
145,96,95.06,95,95,95,0.00225599999999997
146,96,95.2,95,95,96,0.0063999999999998815
147,96,95.48,95,96,95,0.00998400000000044
148,96,95.83,94,95,95,0.005771999999999897
149,96,95.97,95,96,96,0.0011879999999999924
150,96,96,96,96,96,0
151,96,95.99,95,96,96,3.9600000000000025E-4
152,96,95.97,95,96,96,0.0011879999999999927
153,96,96,96,96,96,0
154,96,96,96,96,96,0
155,96,95.99,95,96,96,3.9600000000000025E-4
156,96,96,96,96,96,0
157,96,96,96,96,96,0
158,96,95.99,95,96,96,3.9600000000000025E-4
159,96,95.99,95,96,96,3.9600000000000025E-4
160,96,95.98,95,96,96,7.920000000000006E-4
161,96,95.99,95,96,96,3.9600000000000025E-4
162,96,95.99,95,96,96,3.9600000000000025E-4
163,96,95.98,95,96,96,7.920000000000006E-4
164,96,95.99,95,96,96,3.9600000000000025E-4
165,96,96,96,96,96,0
166,96,96,96,96,96,0
167,96,95.98,95,96,96,7.920000000000006E-4
168,96,95.99,95,96,96,3.9600000000000025E-4
169,96,96,96,96,96,0
170,96,96,96,96,96,0
171,96,96,96,96,96,0
172,96,95.98,95,96,96,7.920000000000006E-4
173,96,95.98,95,96,96,7.920000000000006E-4
174,96,96,96,96,96,0
175,96,95.99,95,96,96,3.9600000000000025E-4
176,96,96,96,96,96,0
177,96,96,96,96,96,0
178,96,95.99,95,96,96,3.9600000000000025E-4
179,96,96,96,96,96,0
180,96,95.99,95,96,96,3.9600000000000025E-4
181,96,96,96,96,96,0
182,96,95.99,95,96,96,3.9600000000000025E-4
183,96,96,96,96,96,0
184,96,96,96,96,96,0
185,96,95.98,95,96,96,7.920000000000006E-4
186,96,95.99,95,96,96,3.9600000000000025E-4
187,96,96,96,96,96,0
188,96,95.99,95,96,96,3.9600000000000025E-4
189,96,95.99,95,96,96,3.9600000000000025E-4
190,96,95.99,95,96,96,3.9600000000000025E-4
191,96,95.98,95,96,96,7.920000000000006E-4
192,96,96,96,96,96,0
193,96,96,96,96,96,0
194,96,95.99,95,96,96,3.9600000000000025E-4
195,96,95.99,95,96,96,3.9600000000000025E-4
196,96,95.99,95,96,96,3.9600000000000025E-4
197,96,95.99,95,96,96,3.9600000000000025E-4
198,97,96,95,96,96,7.920000000000006E-4
199,97,96.03,96,96,96,0.0011639999999999927
200,97,96.15,95,96,96,0.005771999999999894
201,97,96.36,95,96,96,0.0107040000000005
202,97,96.73,96,97,97,0.008092000000000137
203,97,96.98,96,97,97,7.840000000000006E-4
204,97,96.97,96,97,97,0.0011879999999999924
205,97,97,97,97,97,0
206,97,96.97,96,97,97,0.0011879999999999922
207,97,96.99,96,97,97,3.9600000000000025E-4
208,97,96.99,96,97,97,3.9600000000000025E-4
209,97,96.98,96,97,97,7.920000000000006E-4
210,97,97,97,97,97,0
211,97,97,97,97,97,0
212,97,96.99,96,97,97,3.9600000000000025E-4
213,97,96.98,96,97,97,7.920000000000006E-4
214,97,96.99,96,97,97,3.9600000000000025E-4
215,97,96.99,96,97,97,3.9600000000000025E-4
216,97,96.99,96,97,97,3.9600000000000025E-4
217,97,96.99,96,97,97,3.9600000000000025E-4
218,97,97,97,97,97,0
219,97,96.99,96,97,97,3.9600000000000025E-4
220,97,96.99,96,97,97,3.9600000000000025E-4
221,97,96.99,96,97,97,3.9600000000000025E-4
222,97,96.99,96,97,97,3.9600000000000025E-4
223,97,96.99,96,97,97,3.9600000000000025E-4
224,97,97,97,97,97,0
225,97,97,97,97,97,0
226,97,96.99,96,97,97,3.9600000000000025E-4
227,97,96.99,96,97,97,3.9600000000000025E-4
228,97,96.99,96,97,97,3.9600000000000025E-4
229,97,96.98,96,97,97,7.920000000000006E-4
230,97,96.99,96,97,97,3.9600000000000025E-4
231,97,96.99,96,97,97,3.9600000000000025E-4
232,97,96.98,96,97,97,7.920000000000006E-4
233,97,96.99,96,97,97,3.9600000000000025E-4
234,97,97,97,97,97,0
235,97,97,97,97,97,0
236,97,97,97,97,97,0
237,97,97,97,97,97,0
238,97,96.99,96,97,97,3.9600000000000025E-4
239,97,96.98,96,97,97,7.920000000000006E-4
240,97,97,97,97,97,0
241,97,97,97,97,97,0
242,97,96.98,96,97,97,7.920000000000006E-4
243,97,97,97,97,97,0
244,97,96.99,96,97,97,3.9600000000000025E-4
245,97,96.99,96,97,97,3.9600000000000025E-4
246,97,97,97,97,97,0
247,97,96.99,96,97,97,3.9600000000000025E-4
248,97,97,97,97,97,0
249,97,96.99,96,97,97,3.9600000000000025E-4
250,97,97,97,97,97,0
251,97,96.98,96,97,97,7.920000000000006E-4
252,97,96.98,96,97,97,7.920000000000006E-4
253,97,96.99,96,97,97,3.9600000000000025E-4
254,97,97,97,97,97,0
255,97,96.99,96,97,97,3.9600000000000025E-4
256,97,97,97,97,97,0
257,97,97,97,97,97,0
258,97,97,97,97,97,0
259,97,97,97,97,97,0
260,97,96.99,96,97,97,3.9600000000000025E-4
261,97,96.99,96,97,97,3.9600000000000025E-4
262,97,96.99,96,97,97,3.9600000000000025E-4
263,97,97,97,97,97,0
264,97,96.98,96,97,97,7.920000000000006E-4
265,97,97,97,97,97,0
266,97,97,97,97,97,0
267,97,97,97,97,97,0
268,97,97,97,97,97,0
269,97,97,97,97,97,0
270,97,96.97,96,97,97,0.0011879999999999924
271,97,96.97,96,97,97,0.0011879999999999924
272,97,96.99,96,97,97,3.9600000000000025E-4
273,97,96.99,96,97,97,3.9600000000000025E-4
274,97,96.99,96,97,97,3.9600000000000025E-4
275,97,96.99,96,97,97,3.9600000000000025E-4
276,97,96.99,96,97,97,3.9600000000000025E-4
277,97,97,97,97,97,0
278,97,97,97,97,97,0
279,97,97,97,97,97,0
280,97,96.99,96,97,97,3.9600000000000025E-4
281,97,96.99,96,97,97,3.9600000000000025E-4
282,97,96.99,96,97,97,3.9600000000000025E-4
283,97,96.99,96,97,97,3.9600000000000025E-4
284,97,96.98,96,97,97,7.920000000000006E-4
285,97,96.98,96,97,97,7.920000000000006E-4
286,97,97,97,97,97,0
287,97,96.98,96,97,97,7.920000000000006E-4
288,97,96.99,96,97,97,3.9600000000000025E-4
289,97,97,97,97,97,0
290,97,97,97,97,97,0
291,97,97,97,97,97,0
292,97,97,97,97,97,0
293,97,97,97,97,97,0
294,97,97,97,97,97,0
295,97,97,97,97,97,0
296,97,96.98,96,97,97,7.920000000000006E-4
297,97,96.97,96,97,97,0.0011879999999999927
298,97,96.99,96,97,97,3.9600000000000025E-4
299,97,96.99,96,97,97,3.9600000000000025E-4
300,97,96.99,96,97,97,3.9600000000000025E-4
301,97,96.99,96,97,97,3.9600000000000025E-4
302,97,96.99,96,97,97,3.9600000000000025E-4
303,97,97,97,97,97,0
304,97,97,97,97,97,0
305,97,96.99,96,97,97,3.9600000000000025E-4
306,97,96.98,96,97,97,7.920000000000006E-4
307,97,96.99,96,97,97,3.9600000000000025E-4
308,97,96.99,96,97,97,3.9600000000000025E-4
309,97,97,97,97,97,0
310,97,96.99,96,97,97,3.9600000000000025E-4
311,97,96.99,96,97,97,3.9600000000000025E-4
312,97,96.98,96,97,97,7.920000000000006E-4
313,97,96.99,96,97,97,3.9600000000000025E-4
314,97,96.99,96,97,97,3.9600000000000025E-4
315,97,97,97,97,97,0
316,97,96.99,96,97,97,3.9600000000000025E-4
317,97,97,97,97,97,0
318,97,96.99,96,97,97,3.9600000000000025E-4
319,97,96.98,96,97,97,7.920000000000006E-4
320,97,96.98,96,97,97,7.920000000000006E-4
321,97,97,97,97,97,0
322,97,97,97,97,97,0
323,97,96.98,96,97,97,7.920000000000006E-4
324,97,96.99,96,97,97,3.9600000000000025E-4
325,97,97,97,97,97,0
326,97,97,97,97,97,0
327,97,96.99,96,97,97,3.9600000000000025E-4
328,97,96.99,96,97,97,3.9600000000000025E-4
329,97,96.99,96,97,97,3.9600000000000025E-4
330,97,96.99,96,97,97,3.9600000000000025E-4
331,97,96.99,96,97,97,3.9600000000000025E-4
332,98,96.99,96,97,97,0.0011879999999999924
333,98,97.04,97,97,97,0.0015359999999999849
334,98,97.07,96,97,98,0.004067999999999932
335,98,97.28,96,97,97,0.00863200000000022
336,98,97.63,96,98,98,0.0096120000000003
337,98,97.95,97,98,98,0.0019559999999999764
338,98,98,98,98,98,0
339,98,97.99,97,98,98,3.9600000000000025E-4
340,98,97.99,97,98,98,3.9600000000000025E-4
341,98,97.98,97,98,98,7.920000000000006E-4
342,98,97.99,97,98,98,3.9600000000000025E-4
343,98,98,98,98,98,0
344,98,97.99,97,98,98,3.9600000000000025E-4
345,98,97.97,97,98,98,0.0011879999999999922
346,98,98,98,98,98,0
347,98,97.99,97,98,98,3.9600000000000025E-4
348,98,97.98,97,98,98,7.920000000000006E-4
349,98,97.99,97,98,98,3.9600000000000025E-4
350,98,97.99,97,98,98,3.9600000000000025E-4
351,98,97.98,97,98,98,7.920000000000006E-4
352,98,97.98,97,98,98,7.920000000000006E-4
353,98,98,98,98,98,0
354,98,97.99,97,98,98,3.9600000000000025E-4
355,98,98,98,98,98,0
356,98,97.99,97,98,98,3.9600000000000025E-4
357,98,97.99,97,98,98,3.9600000000000025E-4
358,98,97.99,97,98,98,3.9600000000000025E-4
359,98,98,98,98,98,0
360,98,97.99,97,98,98,3.9600000000000025E-4
361,99,98.01,98,98,98,3.9600000000000025E-4
362,99,98.02,97,98,98,0.0015599999999999846
363,99,98.09,98,98,98,0.003275999999999948
364,99,98.16,97,98,98,0.006039999999999889
365,99,98.36,97,98,99,0.01021600000000043
366,99,98.73,98,98,99,0.008092000000000129
367,99,98.98,98,99,99,7.920000000000006E-4
368,99,98.99,98,99,99,3.9600000000000025E-4
369,99,98.99,98,99,99,3.9600000000000025E-4
370,99,98.98,98,99,99,7.920000000000006E-4
371,99,98.97,98,99,99,0.0011879999999999927
372,99,99,99,99,99,0
373,99,98.99,98,99,99,3.9600000000000025E-4
374,99,98.99,98,99,99,3.9600000000000025E-4
375,99,99,99,99,99,0
376,99,98.99,98,99,99,3.9600000000000025E-4
377,99,99,99,99,99,0
378,99,98.99,98,99,99,3.9600000000000025E-4
379,99,98.99,98,99,99,3.9600000000000025E-4
380,99,99,99,99,99,0
381,99,99,99,99,99,0
382,99,98.99,98,99,99,3.9600000000000025E-4
383,99,99,99,99,99,0
384,99,98.99,98,99,99,3.9600000000000025E-4
385,99,98.98,98,99,99,7.920000000000006E-4
386,99,99,99,99,99,0
387,99,98.99,98,99,99,3.9600000000000025E-4
388,99,98.99,98,99,99,3.9600000000000025E-4
389,99,99,99,99,99,0
390,99,99,99,99,99,0
391,99,99,99,99,99,0
392,99,99,99,99,99,0
393,99,98.98,98,99,99,7.920000000000006E-4
394,99,98.99,98,99,99,3.9600000000000025E-4
395,99,98.99,98,99,99,3.9600000000000025E-4
396,99,98.99,98,99,99,3.9600000000000025E-4
397,99,98.99,98,99,99,3.9600000000000025E-4
398,99,98.97,98,99,99,0.0011879999999999924
399,99,98.99,98,99,99,3.9600000000000025E-4
400,99,98.99,98,99,99,3.9600000000000025E-4
401,99,98.98,98,99,99,7.920000000000006E-4
402,99,98.99,98,99,99,3.9600000000000025E-4
403,99,98.99,98,99,99,3.9600000000000025E-4
404,99,98.99,98,99,99,3.9600000000000025E-4
405,99,99,99,99,99,0
406,99,99,99,99,99,0
407,99,99,99,99,99,0
408,99,99,99,99,99,0
409,99,98.99,98,99,99,3.9600000000000025E-4
410,99,98.99,98,99,99,3.9600000000000025E-4
411,99,98.99,98,99,99,3.9600000000000025E-4
412,99,98.99,98,99,99,3.9600000000000025E-4
413,99,98.99,98,99,99,3.9600000000000025E-4
414,99,98.98,98,99,99,7.920000000000006E-4
415,99,98.98,98,99,99,7.920000000000006E-4
416,99,98.95,98,99,99,0.001979999999999976
417,99,99,99,99,99,0
418,99,98.99,98,99,99,3.9600000000000025E-4
419,99,99,99,99,99,0
420,99,98.99,98,99,99,3.9600000000000025E-4
421,99,99,99,99,99,0
422,99,98.99,98,99,99,3.9600000000000025E-4
423,99,99,99,99,99,0
424,99,99,99,99,99,0
425,99,98.98,98,99,99,7.920000000000006E-4
426,99,98.98,98,99,99,7.920000000000006E-4
427,99,98.98,98,99,99,7.920000000000006E-4
428,99,98.98,98,99,99,7.920000000000006E-4
429,99,98.99,98,99,99,3.9600000000000025E-4
430,99,98.96,98,99,99,0.0015839999999999843
431,99,99,99,99,99,0
432,99,99,99,99,99,0
433,99,98.94,98,99,99,0.002375999999999968
434,99,98.98,98,99,99,7.920000000000006E-4
435,99,98.99,98,99,99,3.9600000000000025E-4
436,99,98.99,98,99,99,3.9600000000000025E-4
437,99,98.99,98,99,99,3.9600000000000025E-4
438,99,98.98,98,99,99,7.920000000000006E-4
439,99,98.99,98,99,99,3.9600000000000025E-4
440,99,99,99,99,99,0
441,99,99,99,99,99,0
442,99,98.99,98,99,99,3.9600000000000025E-4
443,99,98.98,98,99,99,7.920000000000006E-4
444,99,98.98,98,99,99,7.920000000000006E-4
445,99,98.99,98,99,99,3.9600000000000025E-4
446,99,98.99,98,99,99,3.9600000000000025E-4
447,99,98.98,98,99,99,7.920000000000006E-4
448,99,98.96,98,99,99,0.0015839999999999845
449,99,98.99,98,99,99,3.9600000000000025E-4
450,99,98.98,98,99,99,7.920000000000006E-4
451,99,98.98,98,99,99,7.920000000000006E-4
452,99,98.99,98,99,99,3.9600000000000025E-4
453,99,99,99,99,99,0
454,99,99,99,99,99,0
455,99,99,99,99,99,0
456,99,98.99,98,99,99,3.9600000000000025E-4
457,99,99,99,99,99,0
458,99,99,99,99,99,0
459,99,99,99,99,99,0
460,99,98.98,98,99,99,7.920000000000006E-4
461,99,99,99,99,99,0
462,99,98.96,98,99,99,0.0015839999999999843
463,99,98.98,98,99,99,7.920000000000006E-4
464,99,98.99,98,99,99,3.9600000000000025E-4
465,99,99,99,99,99,0
466,99,99,99,99,99,0
467,99,98.97,98,99,99,0.0011879999999999922
468,99,98.99,98,99,99,3.9600000000000025E-4
469,99,99,99,99,99,0
470,99,98.99,98,99,99,3.9600000000000025E-4
471,99,99,99,99,99,0
472,99,98.99,98,99,99,3.9600000000000025E-4
473,99,98.98,98,99,99,7.920000000000006E-4
474,99,98.98,98,99,99,7.920000000000006E-4
475,99,98.98,98,99,99,7.920000000000006E-4
476,99,99,99,99,99,0
477,99,98.99,98,99,99,3.9600000000000025E-4
478,99,99,99,99,99,0
479,99,98.97,98,99,99,0.0011879999999999922
480,99,99,99,99,99,0
481,99,98.99,98,99,99,3.9600000000000025E-4
482,99,98.99,98,99,99,3.9600000000000025E-4
483,99,98.99,98,99,99,3.9600000000000025E-4
484,99,98.99,98,99,99,3.9600000000000025E-4
485,99,98.98,98,99,99,7.920000000000006E-4
486,99,99,99,99,99,0
487,99,99,99,99,99,0
488,99,98.97,98,99,99,0.0011879999999999922
489,99,99,99,99,99,0
490,99,98.99,98,99,99,3.9600000000000025E-4
491,99,98.99,98,99,99,3.9600000000000025E-4
492,99,98.99,98,99,99,3.9600000000000025E-4
493,99,98.97,98,99,99,0.0011879999999999922
494,99,98.99,98,99,99,3.9600000000000025E-4
495,99,98.99,98,99,99,3.9600000000000025E-4
496,99,99,99,99,99,0
497,99,98.99,98,99,99,3.9600000000000025E-4
498,99,98.98,98,99,99,7.920000000000006E-4
499,99,99,99,99,99,0
500,99,98.98,98,99,99,7.920000000000006E-4
501,99,99,99,99,99,0
502,99,99,99,99,99,0
503,99,98.99,98,99,99,3.9600000000000025E-4
504,99,98.99,98,99,99,3.9600000000000025E-4
505,99,98.99,98,99,99,3.9600000000000025E-4
506,99,98.98,98,99,99,7.920000000000006E-4
507,99,98.98,98,99,99,7.920000000000006E-4
508,99,99,99,99,99,0
509,99,98.99,98,99,99,3.9600000000000025E-4
510,99,98.97,98,99,99,0.0011879999999999922
511,99,98.99,98,99,99,3.9600000000000025E-4
512,99,99,99,99,99,0
513,99,98.98,98,99,99,7.920000000000006E-4
514,99,99,99,99,99,0
515,99,98.98,98,99,99,7.920000000000006E-4
516,99,98.99,98,99,99,3.9600000000000025E-4
517,99,99,99,99,99,0
518,99,98.99,98,99,99,3.9600000000000025E-4
519,99,98.96,97,99,99,0.0015839999999999934
520,99,98.97,98,99,99,0.0011879999999999922
521,99,98.99,98,99,99,3.9600000000000025E-4
522,99,99,99,99,99,0
523,99,98.98,98,99,99,7.920000000000006E-4
524,99,98.99,98,99,99,3.9600000000000025E-4
525,99,99,99,99,99,0
526,99,99,99,99,99,0
527,99,98.99,98,99,99,3.9600000000000025E-4
528,99,99,99,99,99,0
529,99,99,99,99,99,0
530,99,98.98,98,99,99,7.920000000000006E-4
531,99,98.98,98,99,99,7.920000000000006E-4
532,99,98.95,98,99,99,0.001979999999999976
533,100,98.99,98,99,99,0.0011879999999999927
