Ciclo,Aptitud: Peor,Aptitud: Promedio,Aptitud:Mejor,Aptitud:Padre 1,Aptitud: Padre 2,Diversidad
0,65,53.18,42,54,56,0.9722320000000009
1,65,56.29,49,58,53,0.927092000000008
2,67,59.18,51,62,59,0.859696000000013
3,68,61.94,50,65,59,0.7617600000000228
4,68,64.6,59,65,65,0.5388880000000124
5,70,66.09,61,66,66,0.44514000000000253
6,70,67.14,63,69,66,0.4446400000000028
7,74,68.24,64,67,69,0.3998000000000024
8,74,69.24,63,68,70,0.4043119999999998
9,75,70.25,66,69,70,0.37570800000000004
10,76,71.71,66,73,75,0.34086799999999956
11,76,72.98,69,72,72,0.3137680000000003
12,77,74.55,71,75,72,0.2533880000000005
13,78,75.63,73,77,76,0.24046000000000053
14,79,76.51,73,76,76,0.22860400000000072
15,80,77.2,75,76,76,0.20813599999999974
16,81,77.91,76,80,78,0.20330799999999985
17,83,78.89,76,79,78,0.19223600000000002
18,83,79.71,76,79,79,0.1561000000000005
19,83,80.74,79,80,82,0.1282240000000008
20,84,81.74,79,81,83,0.09957600000000189
21,84,82.44,81,83,83,0.08201600000000173
22,85,83.04,82,83,83,0.08053600000000162
23,86,83.56,81,84,83,0.08570400000000192
24,86,84.41,83,85,85,0.07294800000000164
25,86,84.93,83,85,85,0.06048400000000153
26,87,85.52,84,85,86,0.039096000000001144
27,87,86.02,84,86,86,0.028896000000000675
28,87,86.27,85,86,86,0.023260000000000298
29,87,86.69,85,86,87,0.011212000000000416
30,87,86.96,86,86,87,0.0015599999999999848
31,88,87,86,87,87,7.920000000000006E-4
32,87,86.99,86,87,87,3.9600000000000025E-4
33,87,86.99,86,87,87,3.9600000000000025E-4
34,87,86.94,86,87,87,0.0023759999999999684
35,88,86.99,86,87,87,0.0011799999999999925
36,88,87,86,87,87,0.0023519999999999683
37,88,87.06,86,87,87,0.0029999999999999537
38,88,87.17,86,87,87,0.00694799999999996
39,88,87.45,86,88,87,0.011548000000000544
40,89,87.8,87,88,88,0.008592000000000143
41,89,87.99,87,88,88,0.005011999999999922
42,89,88.07,87,88,88,0.004067999999999932
43,89,88.25,88,89,88,0.008092000000000129
44,89,88.7,88,89,89,0.008400000000000194
45,89,88.99,88,89,89,3.9600000000000025E-4
46,89,88.97,88,89,89,0.0011879999999999922
47,90,89,88,89,89,7.920000000000006E-4
48,90,89,88,89,89,0.0023519999999999683
49,90,89.09,88,89,89,0.004787999999999917
50,91,89.26,88,89,89,0.009456000000000315
51,91,89.59,88,89,89,0.013644000000000451
52,91,89.9,89,90,90,0.010968000000000281
53,91,90.06,89,90,90,0.007367999999999942
54,91,90.24,89,90,90,0.01005600000000036
55,92,90.52,89,90,91,0.014240000000000537
56,92,90.89,89,91,91,0.00991600000000012
57,92,91.12,90,91,91,0.006279999999999886
58,92,91.37,90,91,91,0.012044000000000653
59,93,91.77,90,92,92,0.010204000000000225
60,93,92,91,92,92,0.008752000000000185
61,93,92.19,91,92,92,0.008644000000000172
62,94,92.51,91,93,92,0.01260400000000061
63,94,92.92,92,93,92,0.00740000000000003
64,94,93.15,92,93,93,0.008244000000000123
65,95,93.51,92,94,93,0.013732000000000497
66,95,93.92,93,94,94,0.011416000000000336
67,95,94.12,93,94,94,0.008848000000000163
68,95,94.46,93,94,94,0.011584000000000576
69,95,94.89,94,95,95,0.00417999999999993
70,95,94.99,94,95,95,3.9600000000000025E-4
71,95,94.95,94,95,95,0.0019799999999999757
72,95,94.97,94,95,95,0.0011879999999999922
73,95,94.97,94,95,95,0.0011879999999999922
74,95,94.96,94,95,95,0.001583999999999984
75,95,94.98,94,95,95,7.920000000000006E-4
76,95,94.98,94,95,95,7.920000000000006E-4
77,95,94.98,94,95,95,7.920000000000006E-4
78,95,94.95,93,95,95,0.001979999999999985
79,95,94.98,94,95,95,7.920000000000006E-4
80,95,94.96,94,95,95,0.001583999999999984
81,96,94.98,94,95,95,0.0015839999999999843
82,96,94.98,94,95,95,0.0015839999999999845
83,96,95.04,95,95,95,0.0015599999999999848
84,96,95.04,94,95,95,0.003887999999999936
85,97,95.16,94,96,95,0.008136000000000086
86,97,95.35,94,95,95,0.013372000000000361
87,97,95.75,95,96,95,0.02224400000000017
88,98,96.39,94,97,95,0.023964000000000173
89,98,96.87,95,97,97,0.014324000000000225
90,98,97.13,96,97,97,0.010692000000000286
91,98,97.46,96,98,98,0.013120000000000602
92,99,97.85,96,98,98,0.012644000000000112
93,99,98.04,97,98,98,0.01000000000000008
94,99,98.19,96,98,98,0.014532000000000366
95,99,98.47,97,99,99,0.01621200000000027
96,99,98.84,97,99,98,0.0058079999999998974
97,99,98.98,98,99,99,7.920000000000006E-4
98,99,98.96,98,99,99,0.0015839999999999843
99,99,98.94,98,99,99,0.002375999999999968
100,99,98.99,98,99,99,3.9600000000000025E-4
101,100,98.96,98,99,99,0.002375999999999968
