Ciclo,Aptitud: Peor,Aptitud: Promedio,Aptitud:Mejor,Aptitud:Padre 1,Aptitud: Padre 2,Diversidad
245,68,68,68,68,68,0
246,70,68.08,68,68,68,0.001538461538461539
247,70,68.16,68,68,68,0.00294871794871795
248,70,68.64,68,70,68,0.008717948717948724
249,70,69.28,68,70,68,0.009230769230769237
250,70,69.92,68,70,70,0.001538461538461539
251,72,70.08,70,70,70,0.001538461538461539
252,72,70.24,70,70,72,0.004230769230769233
253,72,70.72,70,70,70,0.009230769230769237
254,72,71.36,70,72,70,0.008717948717948724
255,72,71.92,70,72,72,0.001538461538461539
256,74,72.08,72,72,72,0.001538461538461539
257,74,72.4,72,72,72,0.006410256410256414
258,74,73.28,72,74,72,0.009230769230769237
259,74,73.76,72,74,74,0.004230769230769233
260,74,74,74,74,74,0
261,74,74,74,74,74,0
262,74,74,74,74,74,0
263,74,74,74,74,74,0
264,74,74,74,74,74,0
265,74,74,74,74,74,0
266,74,74,74,74,74,0
267,74,74,74,74,74,0
268,74,74,74,74,74,0
269,74,74,74,74,74,0
270,74,74,74,74,74,0
271,74,74,74,74,74,0
272,74,74,74,74,74,0
273,76,74.16,74,74,74,0.0030769230769230787
274,76,74.24,74,74,74,0.0044871794871794895
275,76,74.96,74,76,74,0.014487179487179463
276,78,76.08,74,76,76,0.027051282051282
277,78,76.72,76,76,78,0.033846153846153706
278,80,77.52,76,78,76,0.03705128205128197
279,80,78.32,76,78,78,0.03410256410256405
280,80,79.04,78,80,80,0.02487179487179478
281,80,79.84,78,80,80,0.006153846153846158
282,80,80,80,80,80,0
283,82,79.92,78,80,80,0.004615384615384618
284,82,80.4,78,80,82,0.008846153846153853
285,82,81.28,80,80,80,0.011153846153846162
286,82,81.84,80,82,82,0.00294871794871795
287,84,82.08,82,82,82,0.001538461538461539
288,84,82.32,82,82,82,0.005384615384615388
289,84,82.8,82,84,82,0.009615384615384623
290,84,83.52,82,84,84,0.007307692307692313
291,84,83.92,82,84,84,0.001538461538461539
292,84,84,84,84,84,0
293,84,84,84,84,84,0
294,84,84,84,84,84,0
295,84,84,84,84,84,0
296,84,84,84,84,84,0
297,84,84,84,84,84,0
298,84,83.92,82,84,84,0.001538461538461539
299,84,84,84,84,84,0
300,84,84,84,84,84,0
301,86,84.08,84,84,84,0.001538461538461539
302,86,84.4,84,84,86,0.006923076923076928
303,88,84.88,84,84,84,0.012307692307692316
304,88,85.76,84,86,84,0.015641025641025607
305,88,86.72,84,86,88,0.01705128205128201
306,90,87.76,84,86,88,0.007307692307692313
307,88,88,88,88,88,0
308,88,88,88,88,88,0
309,90,88.08,88,88,88,0.001538461538461539
310,90,88.24,88,88,88,0.004230769230769233
311,92,88.88,88,88,88,0.011153846153846162
312,92,90,88,90,90,0.010769230769230776
313,92,90.8,88,92,90,0.01141025641025642
314,92,91.52,90,92,92,0.007307692307692313
315,92,92,92,92,92,0
316,92,92,92,92,92,0
317,92,92,92,92,92,0
318,92,92,92,92,92,0
319,92,91.92,90,92,92,0.001538461538461539
320,92,92,92,92,92,0
321,92,91.92,90,92,92,0.001538461538461539
322,94,92.08,92,92,92,0.001538461538461539
323,94,92.08,90,92,92,0.0044871794871794895
324,96,92.48,92,92,92,0.007948717948717954
325,96,93.2,92,92,92,0.014230769230769217
326,96,94.4,92,96,94,0.012948717948717955
327,96,95.52,94,96,96,0.007948717948717954
328,96,96,96,96,96,0
329,96,95.92,94,96,96,0.001538461538461539
330,96,96,96,96,96,0
331,96,96,96,96,96,0
332,96,96,96,96,96,0
333,96,96,96,96,96,0
334,96,96,96,96,96,0
335,98,96.16,96,96,96,0.0030769230769230787
336,98,96.4,96,96,96,0.007179487179487185
337,100,97.28,96,96,98,0.01423076923076922
